,ra_bench,ra_sorcha,dec_bench,dec_sorcha,vlam_bench,vlam_sorcha,vbeta_bench,vbeta_sorcha,mag_bench,mag_sorcha,H,e,P_vdp_bench,P_vdp_sorcha,P_d2_bench,P_d2_sorcha,sky_sep_deg,dv_deg_day,dmag,dP_vdp,dP_d2
S00001HFa,248.39,248.4067,-29.1511,-29.1553,0.2318,0.2188,-0.0295,-0.0264,22.296,22.3287,20.358,0.5652,0.0009,0.0015,0.02,0.04,0.0151,0.0134,0.0328,0.0006,0.02
S00000C9a,268.2619,268.257,-23.5375,-23.5376,-0.0286,-0.0363,-0.0021,0.0004,22.1437,22.151,19.095,0.537,0.0023,0.0017,0.34,0.87,0.0045,0.0081,0.0073,-0.0005,0.53
S00002qpa,283.1002,283.0991,-4.5757,-4.5931,-0.0134,-0.0242,-0.1561,-0.1547,23.5327,23.5211,20.796,0.2478,0.0031,0.0026,0.02,0.03,0.0174,0.0109,-0.0116,-0.0005,0.01
S00003OUa,286.0686,286.0546,-21.6918,-21.6907,-0.051,-0.0574,0.0101,0.015,23.5981,23.5353,21.36,0.2594,0.0019,0.0014,0.0,0.0,0.0131,0.008,-0.0628,-0.0005,0.0
S00001Aba,311.9549,311.9309,-8.1246,-8.1442,-0.1791,-0.1886,-0.0843,-0.0813,23.0247,23.1039,20.267,0.5785,0.0019,0.0014,0.01,0.01,0.0308,0.0099,0.0792,-0.0005,0.0
S000050Ea,260.5222,260.5253,-32.7484,-32.7336,0.0247,0.0168,0.1199,0.1242,24.3688,24.2746,21.696,0.5606,0.0043,0.0038,0.09,0.26,0.015,0.009,-0.0942,-0.0005,0.17
S00000gAa,7.0163,6.9633,-5.7371,-5.768,-0.1917,-0.1968,-0.024,-0.022,23.9995,24.1025,18.061,0.7184,0.0006,0.0011,0.02,0.04,0.0612,0.0055,0.103,0.0005,0.02
S000003Da,269.6547,269.6487,-34.8335,-34.8308,-0.044,-0.0474,0.0254,0.0266,22.1554,22.1954,16.181,0.6686,0.0027,0.0033,0.98,0.99,0.0056,0.0036,0.04,0.0005,0.01
S00003p0a,8.8762,8.8217,-2.9993,-3.0445,-0.2088,-0.2222,-0.0651,-0.0611,24.2754,24.2406,21.217,0.7069,0.0024,0.0018,0.44,0.92,0.0707,0.014,-0.0347,-0.0005,0.48
S00000HTa,38.5365,38.6095,3.4252,3.3967,0.1737,0.1611,-0.1401,-0.1377,22.3331,22.3143,19.268,0.6641,0.0029,0.0024,0.03,0.08,0.0782,0.0128,-0.0188,-0.0005,0.05
S00000nEa,308.0876,308.028,-22.1668,-22.1636,-0.2376,-0.2408,0.075,0.0772,23.6319,23.6661,18.501,0.6225,0.0031,0.0036,0.31,0.49,0.0553,0.0039,0.0342,0.0005,0.18
S00000YNa,13.284,13.2317,-16.3436,-16.3886,-0.2249,-0.2345,-0.0684,-0.0645,23.6713,23.8,19.673,0.4256,0.0026,0.0031,0.86,0.94,0.0674,0.0104,0.1287,0.0005,0.08
S00001ema,265.0736,265.0933,-27.0752,-27.0736,0.1538,0.1479,0.017,0.0192,23.8003,23.7598,19.955,0.3946,0.0016,0.0013,0.01,0.01,0.0176,0.0063,-0.0405,-0.0004,0.0
S00000nBa,263.5792,263.5819,-26.7973,-26.7935,0.0234,0.0197,0.032,0.0336,23.5025,23.577,18.499,0.41,0.0024,0.002,0.01,0.04,0.0045,0.004,0.0745,-0.0004,0.03
S00004Z4a,295.4948,295.5032,-13.9479,-13.9825,0.0268,0.0145,-0.1797,-0.1736,22.9768,22.9364,21.69,0.3325,0.0011,0.0015,0.07,0.07,0.0356,0.0138,-0.0404,0.0004,0.0
S000008Ha,274.4342,274.4265,-17.5158,-17.526,-0.0665,-0.0705,-0.0932,-0.0923,22.6905,22.6918,17.261,0.458,0.0015,0.0011,0.65,0.83,0.0126,0.0041,0.0012,-0.0004,0.18
S00000zva,9.6119,9.5421,-4.4511,-4.4738,-0.2264,-0.2386,0.0194,0.0241,22.0962,22.1506,19.005,0.3186,0.0039,0.0035,0.99,1.0,0.0732,0.0131,0.0543,-0.0004,0.01
S00000Hva,26.3901,26.3895,-6.9626,-7.0032,-0.0506,-0.0587,-0.1234,-0.1214,24.0071,24.0154,19.257,0.4878,0.0032,0.0028,0.01,0.02,0.0406,0.0083,0.0082,-0.0004,0.01
S00003iYa,301.0333,300.9932,-20.1594,-20.1414,-0.156,-0.1635,0.1257,0.1293,23.7004,23.678,21.181,0.6619,0.0011,0.0015,0.01,0.02,0.0417,0.0083,-0.0224,0.0004,0.01
S00002Lfa,348.0934,348.0498,-1.649,-1.6684,-0.1698,-0.1958,-0.0097,-0.0003,21.2243,21.2304,20.957,0.4844,0.0011,0.0007,0.01,0.01,0.0477,0.0276,0.0061,-0.0004,0.0
S00000X2a,10.8719,10.8189,3.2912,3.2587,-0.1939,-0.2019,-0.0313,-0.0287,24.1578,24.0427,19.636,0.5728,0.0021,0.0025,0.98,0.99,0.0621,0.0084,-0.1151,0.0004,0.01
S00008EBa,290.5578,290.5761,-26.2482,-26.1998,0.1285,0.1177,0.2171,0.2239,23.7165,23.7775,22.375,0.3686,0.0097,0.0093,0.17,0.14,0.0512,0.0128,0.061,-0.0004,-0.03
S00000i8a,12.8193,12.7632,-14.7833,-14.8157,-0.2193,-0.2246,-0.0252,-0.0231,24.2522,24.2187,18.172,0.843,0.0028,0.0032,0.76,0.84,0.0631,0.0057,-0.0335,0.0004,0.08
S00001FVa,284.3728,284.3913,-22.8757,-22.8664,0.0962,0.0909,0.0348,0.0386,23.3237,23.3234,20.338,0.6297,0.0021,0.0017,0.01,0.0,0.0194,0.0065,-0.0003,-0.0004,-0.01
S00001vfa,266.4039,266.4066,-19.7686,-19.7778,0.0312,0.0253,-0.0781,-0.0763,23.9664,24.0221,20.203,0.3455,0.0017,0.0021,0.0,0.01,0.0095,0.0062,0.0557,0.0004,0.01
S0000auTa,35.4299,35.4482,-10.7794,-10.8625,-0.0316,-0.0542,-0.2428,-0.2365,24.4265,24.3404,22.614,0.3617,0.0143,0.0139,0.14,0.44,0.085,0.0235,-0.0861,-0.0004,0.3
S0000074a,8.6144,8.5659,-1.9781,-2.0091,-0.1773,-0.1858,-0.0312,-0.0284,21.4098,21.4276,17.004,0.5303,0.0008,0.0005,0.36,0.77,0.0575,0.009,0.0178,-0.0004,0.41
S00000n7a,295.409,295.3802,-16.0771,-16.083,-0.1344,-0.1387,-0.0065,-0.0043,22.4769,22.5698,18.473,0.451,0.0012,0.0008,0.01,0.06,0.0283,0.0048,0.0929,-0.0004,0.05
S0000002a,52.0262,52.0322,-0.6912,-0.7081,0.0049,0.0017,-0.0503,-0.0498,19.262,19.275,10.818,0.6646,0.0037,0.0035,0.98,0.98,0.0179,0.0032,0.013,-0.0003,0.0
S000004ca,20.6338,20.6009,-5.0224,-5.0563,-0.1421,-0.1526,-0.0629,-0.0597,20.2532,20.2651,16.359,0.4571,0.0008,0.0011,0.99,0.99,0.0472,0.0109,0.0119,0.0003,0.0
S00003zQa,7.028,7.0049,3.6015,3.5698,-0.1006,-0.1148,-0.0671,-0.0629,23.9021,23.9754,21.279,0.3611,0.0011,0.0013,0.0,0.0,0.0391,0.0148,0.0733,0.0003,0.0
S00001ima,297.4916,297.4537,-20.1624,-20.169,-0.1739,-0.1782,-0.0012,0.0015,24.0339,24.1461,20.019,0.5652,0.0008,0.0005,0.09,0.53,0.0362,0.005,0.1123,-0.0003,0.44
S00004Q0a,264.0064,264.0407,-40.0629,-40.0436,0.2257,0.2161,0.1618,0.167,24.1809,24.2879,21.653,0.3669,0.0119,0.0121,0.04,0.05,0.0326,0.0109,0.107,0.0003,0.01
S00002yfa,275.3466,275.3777,-6.7367,-6.7519,0.2918,0.2807,-0.1462,-0.1449,23.5772,23.5752,20.86,0.6229,0.0073,0.0069,0.43,0.29,0.0344,0.0112,-0.0021,-0.0003,-0.14
S00000Fea,333.6339,333.5992,-7.9098,-7.9287,-0.2358,-0.2404,-0.0341,-0.0326,24.3961,24.3566,19.191,0.6488,0.0014,0.0016,0.0,0.0,0.0392,0.0048,-0.0395,0.0003,0.0
S000016Qa,307.5657,307.5021,-33.0346,-33.0274,-0.2338,-0.2377,0.0936,0.0971,24.2582,24.2444,19.827,0.5096,0.0047,0.0043,0.71,0.95,0.0538,0.0053,-0.0138,-0.0003,0.24
S000015Ua,270.3682,270.3627,-13.321,-13.3296,-0.04,-0.0455,-0.075,-0.074,23.9733,23.9516,19.81,0.4617,0.003,0.0027,0.37,0.76,0.0101,0.0056,-0.0216,-0.0003,0.39
S000003Ja,273.3659,273.355,-21.5249,-21.5272,-0.0895,-0.0941,-0.0195,-0.0184,21.1964,21.2117,16.213,0.6137,0.0004,0.0007,1.0,1.0,0.0104,0.0047,0.0153,0.0003,0.0
S00000aaa,256.1713,256.1796,-34.5921,-34.5868,0.1122,0.1053,0.0976,0.099,21.4661,21.4761,17.455,0.3966,0.0023,0.002,0.15,0.22,0.0087,0.0071,0.0101,-0.0003,0.07
S00000EEa,248.1586,248.1751,-40.1994,-40.1977,0.187,0.1804,0.0491,0.0515,23.0887,23.0923,19.173,0.2862,0.0015,0.0012,0.06,0.13,0.0128,0.007,0.0035,-0.0003,0.07
S00000cea,272.654,272.6469,-20.2785,-20.282,-0.058,-0.0615,-0.0315,-0.0307,23.5999,23.45,17.684,0.6347,0.0021,0.0024,0.92,0.96,0.0075,0.0035,-0.1499,0.0003,0.04
S00000kFa,250.8214,250.8326,-41.2877,-41.286,0.1233,0.1184,0.0384,0.0401,23.3384,23.2079,18.334,0.449,0.0019,0.0016,0.04,0.1,0.0086,0.0051,-0.1305,-0.0003,0.06
S00001b7a,252.6219,252.6421,-36.0589,-36.0521,0.2702,0.2604,0.1424,0.1444,22.9717,22.9938,19.902,0.6469,0.0069,0.0066,0.04,0.04,0.0176,0.0099,0.0221,-0.0003,0.0
S00000xfa,307.1533,307.1037,-32.8734,-32.8741,-0.191,-0.1945,0.0442,0.0473,23.7332,23.8449,18.924,0.5642,0.0014,0.0011,0.05,0.08,0.0417,0.0047,0.1116,-0.0003,0.03
S00000lla,16.0841,16.0502,1.4862,1.4597,-0.131,-0.1381,-0.0381,-0.036,23.505,23.5202,18.374,0.5416,0.0008,0.0011,0.12,0.46,0.043,0.0074,0.0152,0.0003,0.34
S0000hwya,3.4076,3.4059,1.2359,1.2203,-0.0126,-0.0334,-0.0484,-0.0414,24.4824,24.2701,23.25,0.5488,0.0004,0.0006,0.03,0.03,0.0157,0.0219,-0.2123,0.0003,0.0
S0000046a,253.2832,253.2874,-28.9222,-28.9243,0.0637,0.0585,-0.0246,-0.0235,20.9022,20.9028,16.33,0.5006,0.0023,0.0021,0.35,0.48,0.0042,0.0054,0.0006,-0.0002,0.13
S00000eNa,349.8599,349.81,-5.5813,-5.6067,-0.2107,-0.2163,-0.0164,-0.0143,23.1174,23.1168,17.92,0.5582,0.0005,0.0008,0.0,0.0,0.0559,0.0059,-0.0006,0.0002,0.0
S000007Wa,264.2577,264.2507,-28.7675,-28.7622,-0.0476,-0.0512,0.0409,0.0425,22.2805,22.2613,17.148,0.6597,0.0031,0.0028,1.0,1.0,0.0081,0.0039,-0.0191,-0.0002,0.0
S00001EAa,248.0633,248.0898,-25.0804,-25.0855,0.3634,0.3543,-0.0223,-0.0206,23.3495,23.187,20.322,0.791,0.0016,0.0014,0.01,0.01,0.0245,0.0092,-0.1625,-0.0002,0.0
S0000ugZa,349.5581,349.4431,-10.2069,-10.1613,-0.2952,-0.3337,0.3139,0.3326,23.0093,23.0459,23.928,0.1919,0.0041,0.0043,0.12,0.15,0.122,0.0428,0.0365,0.0002,0.03
S00002uaa,344.6428,344.5908,-7.3263,-7.3495,-0.1952,-0.2195,-0.0116,-0.0021,21.0796,21.1003,20.827,0.6107,0.0004,0.0006,0.01,0.01,0.0565,0.0261,0.0207,0.0002,0.0
S000009Xa,299.9165,299.8755,-19.5912,-19.591,-0.1859,-0.1883,0.0389,0.0402,23.7118,23.7263,17.429,0.7431,0.0012,0.0014,0.07,0.16,0.0386,0.0027,0.0145,0.0002,0.09
S000049ua,310.5874,310.5608,-14.4629,-14.4582,-0.1045,-0.1188,0.0536,0.0593,22.6392,22.7145,21.464,0.4209,0.001,0.0008,0.03,0.01,0.0262,0.0154,0.0752,-0.0002,-0.02
S00000Fsa,288.1751,288.1679,-9.8099,-9.8255,-0.0747,-0.0838,-0.1346,-0.1329,22.3907,22.4039,19.198,0.3959,0.0026,0.0024,0.01,0.05,0.0171,0.0092,0.0132,-0.0002,0.04
S00001nVa,282.6681,282.6537,-21.5562,-21.5481,-0.055,-0.0581,0.0432,0.046,23.8594,23.9411,20.102,0.6952,0.0015,0.0017,0.0,0.01,0.0156,0.0042,0.0818,0.0002,0.01
S000003ga,260.8827,260.8849,-26.0965,-26.0933,0.0378,0.0289,0.0522,0.0533,19.3139,19.3134,16.047,0.4469,0.0017,0.0018,0.22,0.26,0.0037,0.0089,-0.0005,0.0002,0.04
S00000aja,349.9221,349.8615,0.5172,0.502,-0.239,-0.2437,0.0372,0.0389,23.1995,23.188,17.472,0.7639,0.0013,0.0015,0.01,0.01,0.0625,0.005,-0.0115,0.0002,0.0
S000009ua,306.4691,306.4198,-31.3294,-31.3215,-0.1792,-0.1829,0.0812,0.0845,21.8391,21.8508,17.369,0.4815,0.0008,0.001,0.04,0.16,0.0429,0.005,0.0117,0.0002,0.12
S00000BOa,295.7732,295.7647,-27.0726,-27.0888,-0.0323,-0.0435,-0.0743,-0.065,20.2753,20.2959,19.083,0.274,0.0009,0.0012,0.1,0.14,0.018,0.0146,0.0206,0.0002,0.04
S00000Bja,305.5174,305.4786,-33.1159,-33.1061,-0.1355,-0.1394,0.0801,0.0836,23.5125,23.543,19.067,0.5839,0.0011,0.0013,0.01,0.01,0.034,0.0052,0.0305,0.0002,0.0
S000016na,276.3698,276.3689,-47.26,-47.2571,-0.0087,-0.0225,0.123,0.1227,22.4056,22.4298,19.818,0.256,0.0019,0.0017,0.13,0.23,0.003,0.0138,0.0242,-0.0002,0.1
S00000yYa,269.3601,269.3451,-35.774,-35.7799,-0.1027,-0.1181,-0.0596,-0.0539,20.5633,20.5733,18.987,0.6263,0.0013,0.0016,1.0,1.0,0.0136,0.0164,0.01,0.0002,0.0
S000023ga,299.7023,299.6841,-14.2242,-14.2255,-0.0786,-0.0859,0.0094,0.0125,23.358,23.3708,20.589,0.5203,0.0006,0.0007,0.01,0.01,0.0177,0.0079,0.0128,0.0002,0.0
S0000pDja,7.1323,7.0856,-15.2283,-15.2297,-0.1223,-0.1631,0.0551,0.0733,23.2126,23.193,23.722,0.1347,0.0003,0.0005,0.04,0.02,0.0451,0.0447,-0.0196,0.0002,-0.02
S00000cla,294.7578,294.7535,-58.6162,-58.6148,-0.1335,-0.138,0.1052,0.1045,24.1812,24.0602,17.695,0.7645,0.0043,0.0045,0.29,0.36,0.0026,0.0045,-0.121,0.0002,0.07
S000006ya,300.4749,300.4434,-21.0116,-21.0207,-0.15,-0.1528,-0.0159,-0.0142,22.6743,22.6519,16.91,0.6119,0.0008,0.001,0.0,0.01,0.0308,0.0032,-0.0224,0.0002,0.01
S000007va,265.5288,265.5349,-25.8369,-25.8385,0.0519,0.0477,-0.0126,-0.011,21.8834,21.8847,17.078,0.4051,0.0016,0.0014,0.05,0.18,0.0057,0.0045,0.0013,-0.0002,0.13
S00008j5a,321.5311,321.4905,-4.958,-4.9658,-0.2395,-0.2516,0.0298,0.0336,24.2379,24.2437,22.324,0.5428,0.0012,0.0014,0.01,0.01,0.0413,0.0127,0.0058,0.0002,0.0
S00003N9a,283.0368,283.0429,-11.4599,-11.473,0.0584,0.0462,-0.1262,-0.124,23.7163,23.7638,21.351,0.4749,0.0031,0.0028,0.02,0.01,0.0144,0.0124,0.0476,-0.0002,-0.01
S00001t1a,261.8528,261.8653,-21.896,-21.8981,0.1091,0.1018,-0.0131,-0.0107,23.152,23.1283,20.173,0.3158,0.0009,0.0011,0.0,0.01,0.0118,0.0078,-0.0237,0.0002,0.01
S00001nva,304.242,304.2276,-15.0721,-15.0635,-0.0449,-0.0564,0.0553,0.0599,21.7839,21.7963,20.096,0.4916,0.0003,0.0005,0.03,0.06,0.0163,0.0124,0.0124,0.0002,0.03
S00000Goa,267.4233,267.4215,-22.2719,-22.2647,-0.0042,-0.0128,0.0603,0.0629,21.9493,21.9463,19.225,0.436,0.0018,0.002,0.1,0.31,0.0074,0.009,-0.0031,0.0002,0.21
S00000HUa,270.3988,270.3985,-25.7043,-25.7052,0.0052,-0.001,-0.0096,-0.0077,23.1884,23.2618,19.269,0.795,0.0011,0.001,0.01,0.04,0.001,0.0065,0.0733,-0.0001,0.03
S00001LAa,29.4816,29.5041,-3.4323,-3.4569,0.0447,0.0346,-0.1023,-0.0997,24.2197,24.1312,20.404,0.4714,0.0023,0.0024,0.01,0.01,0.0334,0.0104,-0.0886,0.0001,0.0
S000093ha,268.5349,268.5611,-13.9422,-13.9767,0.2474,0.2302,-0.2982,-0.2953,23.5816,23.6169,22.43,0.4445,0.0212,0.0212,0.14,0.15,0.0428,0.0174,0.0353,-0.0001,0.01
S00000uUa,335.9398,335.9027,-13.0599,-13.0731,-0.2365,-0.241,0.0052,0.0066,24.1934,24.0101,18.833,0.7204,0.0013,0.0014,0.0,0.0,0.0385,0.0046,-0.1834,0.0001,0.0
S000018wa,312.825,312.7676,-21.3301,-21.3387,-0.2409,-0.2456,0.027,0.0299,24.1086,24.1977,19.857,0.4064,0.0023,0.0025,0.02,0.1,0.0542,0.0055,0.0891,0.0001,0.08
S00000gPa,258.8665,258.8677,-24.3535,-24.3534,0.022,0.0177,0.0024,0.003,23.5327,23.5265,18.079,0.4709,0.0016,0.0015,0.03,0.07,0.0011,0.0043,-0.0062,-0.0001,0.04
S0000f1Oa,311.7776,311.7659,-7.157,-7.1503,-0.0402,-0.0638,0.0583,0.0645,23.3202,23.3187,23.059,0.521,0.0002,0.0002,0.29,0.31,0.0133,0.0244,-0.0016,0.0001,0.02
S0000042a,268.4274,268.4185,-30.7748,-30.7664,-0.0574,-0.0629,0.0682,0.0705,20.326,20.339,16.311,0.575,0.0006,0.0005,1.0,1.0,0.0113,0.0059,0.013,-0.0001,0.0
S000000Ra,349.2728,349.2279,-1.8213,-1.8489,-0.2015,-0.2055,-0.0315,-0.0302,20.8097,20.8278,14.404,0.725,0.0003,0.0004,0.01,0.01,0.0527,0.0042,0.0181,0.0001,0.0
S00000Voa,26.4886,26.4736,-5.3937,-5.4349,-0.095,-0.1058,-0.1078,-0.1053,23.4968,23.5535,19.601,0.8366,0.0014,0.0015,0.38,0.89,0.0438,0.0111,0.0567,0.0001,0.51
S00000bxa,258.5052,258.5056,-21.367,-21.3685,0.0122,0.0085,-0.024,-0.0236,23.4987,23.6275,17.611,0.5143,0.0028,0.0029,0.03,0.05,0.0016,0.0038,0.1288,0.0001,0.02
S000010ka,251.3082,251.315,-25.1935,-25.1926,0.0943,0.0894,0.0251,0.026,24.4154,24.4356,19.704,0.4428,0.0024,0.0025,0.0,0.01,0.0063,0.005,0.0201,0.0001,0.01
S00000vxa,248.3755,248.3897,-26.4816,-26.482,0.1877,0.183,0.0207,0.0216,23.6847,23.6972,18.858,0.7806,0.002,0.0022,0.0,0.01,0.0127,0.0049,0.0125,0.0001,0.01
S00000gEa,268.9419,268.9357,-22.5564,-22.5539,-0.0428,-0.0478,0.0205,0.022,22.4569,22.4219,18.066,0.5175,0.0015,0.0014,0.83,0.91,0.0062,0.0051,-0.035,-0.0001,0.08
S00005yna,310.6526,310.64,-17.2906,-17.3354,-0.0901,-0.103,-0.1872,-0.1793,22.9728,22.9806,21.824,0.4389,0.0027,0.0026,0.06,0.05,0.0464,0.0151,0.0078,-0.0001,-0.01
S00000Aca,273.1228,273.118,-21.0005,-20.9948,-0.0297,-0.0389,0.0534,0.0555,21.898,21.912,19.029,0.4684,0.0012,0.0013,0.1,0.31,0.0073,0.0094,0.0139,0.0001,0.21
S00000e2a,248.5531,248.5605,-25.8399,-25.8403,0.1012,0.0962,0.0082,0.0092,22.414,22.4299,17.855,0.5371,0.0014,0.0015,0.11,0.44,0.0066,0.005,0.0158,0.0001,0.33
S00000fqa,312.4854,312.4448,-16.5666,-16.5853,-0.1903,-0.1933,-0.0353,-0.0338,23.9951,23.9113,17.971,0.6275,0.0009,0.0008,0.0,0.0,0.0432,0.0033,-0.0838,-0.0001,0.0
S00005Kba,3.7925,3.7483,-2.0094,-1.9802,-0.0834,-0.0987,0.138,0.1448,24.0919,24.1608,21.866,0.601,0.0009,0.001,0.02,0.02,0.053,0.0168,0.0689,0.0001,0.0
